Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116
19,57,0.54,151.5,154.4375,2.9375,0.8079466429,0.0173433671,NaN,19,57,0.63,151.09375,154.90625,3.8125,0.9236594898,0.009942208244,NaN,19,57,0.54,151.28125,154.6875,3.40625,0.8700255424,0.01282698924,NaN,19,57,0.57,151.1875,154.75,3.5625,0.8991721961,0.01088956273,NaN,19,57,0.57,"",35,3.75,0.9258200998,0.009129031744,NaN,19,57,0.54,"",37,3.5625,0.9023778113,0.0099146828,NaN,19,57,0.57,"",38,3.5625,0.9023778113,0.01017202169,NaN,19,57,0.6,"",33,3.8125,0.9269061061,0.008500934243,NaN,19,57,0.6,"",33,3.8125,0.9269061061,0.008161082873,NaN,19,57,0.6,"",29,4.0625,0.9636241117,0.004597509395,NaN,19,57,0.54,"",37,3.5625,0.9088932591,0.008814467874,NaN,19,57,0.54,"",37,3.5625,0.9023778113,0.0099146828,NaN,19,57,0.57,"",35,3.75,0.9258200998,0.009129031744
19.5,58.5,0.51,151.78125,154.1875,2.40625,0.7312470323,0.01986807437,NaN,19.5,58.5,0.6,151.25,154.75,3.5,0.8849953577,0.01356012745,NaN,19.5,58.5,0.51,151.46875,154.5,3.03125,0.8207381501,0.01555416251,NaN,19.5,58.5,0.54,151.34375,154.625,3.28125,0.8629489273,0.01335247427,NaN,19.5,58.5,0.54,"",41,3.375,0.8783100657,0.01255241274,NaN,19.5,58.5,0.51,"",41,3.3125,0.8701395619,0.01212574796,NaN,19.5,58.5,0.54,"",41,3.375,0.8783100657,0.01200835657,NaN,19.5,58.5,0.57,"",36,3.625,0.9038259835,0.01034636302,NaN,19.5,58.5,0.57,"",35,3.6875,0.9115842887,0.009387348251,NaN,19.5,58.5,0.57,"",31,3.9375,0.9486832981,0.006110572784,NaN,19.5,58.5,0.51,"",39,3.4375,0.8928053815,0.009499801858,NaN,19.5,58.5,0.51,"",41,3.3125,0.8701395619,0.01212574796,NaN,19.5,58.5,0.54,"",41,3.375,0.8783100657,0.01255241274
20,60,0.48,152.0625,153.90625,1.84375,0.640095479,0.02084445509,NaN,20,60,0.57,151.46875,154.5,3.03125,0.8236028644,0.01666531249,NaN,20,60,0.48,151.71875,154.25,2.53125,0.75,0.01751815475,NaN,20,60,0.51,151.53125,154.4375,2.90625,0.8121419014,0.01529995241,NaN,20,60,0.51,"",48,2.9375,0.8194074514,0.01501137448,NaN,20,60,0.48,"",47,2.9375,0.8194074514,0.01388222733,NaN,20,60,0.51,"",46,3.0625,0.8366600265,0.0137584203,NaN,20,60,0.54,"",40,3.375,0.8721028496,0.01188788856,NaN,20,60,0.54,"",38,3.5,0.8881060716,0.01070584143,NaN,20,60,0.54,"",34,3.75,0.9258200998,0.007421670267,NaN,20,60,0.48,"",41,3.3125,0.8764222396,0.01001434083,NaN,20,60,0.48,"",47,2.9375,0.8194074514,0.01388222733,NaN,20,60,0.51,"",48,2.9375,0.8194074514,0.01501137448
20.5,61.5,0.45,152.25,153.6875,1.4375,0.5651941653,0.02031863135,NaN,20.5,61.5,0.54,151.65625,154.34375,2.6875,0.7754989371,0.0187660666,NaN,20.5,61.5,0.45,151.90625,154.0625,2.15625,0.6922186552,0.01832705364,NaN,20.5,61.5,0.48,151.65625,154.28125,2.625,0.771844985,0.01643293418,NaN,20.5,61.5,0.48,"",53,2.625,0.7745966692,0.01650180173,NaN,20.5,61.5,0.45,"",51,2.6875,0.7837638128,0.01486440838,NaN,20.5,61.5,0.48,"",50,2.8125,0.8017837257,0.01480700558,NaN,20.5,61.5,0.51,"",43,3.1875,0.8475316272,0.01282380117,NaN,20.5,61.5,0.51,"",41,3.3125,0.8639900886,0.01149419234,NaN,20.5,61.5,0.51,"",36,3.625,0.9102589898,0.008198209829,NaN,20.5,61.5,0.45,"",43,3.1875,0.8597269536,0.01036178675,NaN,20.5,61.5,0.45,"",51,2.6875,0.7837638128,0.01486440838,NaN,20.5,61.5,0.48,"",53,2.625,0.7745966692,0.01650180173
21,63,0.42,152.40625,153.53125,1.125,0.5,0.01905511942,NaN,21,63,0.51,151.875,154.125,2.25,0.7095748752,0.02007927623,NaN,21,63,0.42,152.09375,153.84375,1.75,0.6236095645,0.01826044026,NaN,21,63,0.45,151.8125,154.125,2.3125,0.7244464749,0.01709454968,NaN,21,63,0.45,"",59,2.25,0.7171371656,0.01755248921,NaN,21,63,0.42,"",56,2.375,0.7367883976,0.01544024202,NaN,21,63,0.45,"",54,2.5625,0.7653197278,0.01529392422,NaN,21,63,0.48,"",46,3,0.8222264518,0.01349658263,NaN,21,63,0.48,"",43,3.1875,0.8475316272,0.01204514896,NaN,21,63,0.48,"",38,3.5,0.894427191,0.009064145317,NaN,21,63,0.42,"",45,3.0625,0.8427009716,0.01033442705,NaN,21,63,0.42,"",56,2.375,0.7367883976,0.01544024202,NaN,21,63,0.45,"",59,2.25,0.7171371656,0.01755248921
21.5,64.5,0.39,152.46875,153.46875,1,0.4714045208,0.01761365877,NaN,21.5,64.5,0.48,152.03125,153.96875,1.9375,0.6584576171,0.02037604654,NaN,21.5,64.5,0.39,152.21875,153.71875,1.5,0.5773502692,0.01744517212,NaN,21.5,64.5,0.42,151.96875,154,2.03125,0.6789645851,0.01713940408,NaN,21.5,64.5,0.42,"",65,1.875,0.6546536707,0.01769809922,NaN,21.5,64.5,0.39,"",60,2.125,0.6969320524,0.01543444391,NaN,21.5,64.5,0.42,"",57,2.375,0.7367883976,0.01528913603,NaN,21.5,64.5,0.45,"",49,2.8125,0.7961173387,0.01391306897,NaN,21.5,64.5,0.45,"",46,3,0.8222264518,0.01241506753,NaN,21.5,64.5,0.45,"",41,3.3125,0.8701395619,0.009740072507,NaN,21.5,64.5,0.39,"",46,3,0.8340576562,0.01017092889,NaN,21.5,64.5,0.39,"",60,2.125,0.6969320524,0.01543444391,NaN,21.5,64.5,0.42,"",65,1.875,0.6546536707,0.01769809922
22,66,0.36,152.46875,153.46875,1,0.4714045208,0.01620456607,NaN,22,66,0.45,152.1875,153.78125,1.59375,0.5971962463,0.02000564896,NaN,22,66,0.36,152.375,153.5625,1.1875,0.5137011669,0.01625137273,NaN,22,66,0.39,152.09375,153.875,1.78125,0.6358107573,0.01655952139,NaN,22,66,0.39,"",69,1.625,0.6094494002,0.01710649544,NaN,22,66,0.36,"",64,1.875,0.6546536707,0.01490056762,NaN,22,66,0.39,"",60,2.1875,0.7071067812,0.0149133654,NaN,22,66,0.42,"",52,2.625,0.7691224192,0.01391014155,NaN,22,66,0.42,"",48,2.875,0.8049144824,0.01237264156,NaN,22,66,0.42,"",43,3.1875,0.8535639569,0.009970875256,NaN,22,66,0.36,"",48,2.875,0.8164965809,0.009916790893,NaN,22,66,0.36,"",64,1.875,0.6546536707,0.01490056762,NaN,22,66,0.39,"",69,1.625,0.6094494002,0.01710649544
22.5,67.5,0.33,152.46875,153.46875,1,0.4714045208,0.01480680764,NaN,22.5,67.5,0.42,152.3125,153.65625,1.34375,0.5483605572,0.01898983788,NaN,22.5,67.5,0.33,152.40625,153.53125,1.125,0.5,0.0148322396,NaN,22.5,67.5,0.36,152.15625,153.8125,1.65625,0.6130958529,0.01546578524,NaN,22.5,67.5,0.36,"",73,1.375,0.5606119106,0.01601883097,NaN,22.5,67.5,0.33,"",66,1.75,0.632455532,0.01388399298,NaN,22.5,67.5,0.36,"",62,2.0625,0.6866065623,0.01411149923,NaN,22.5,67.5,0.39,"",54,2.5,0.750586625,0.01354375489,NaN,22.5,67.5,0.39,"",50,2.75,0.7872218937,0.01201274171,NaN,22.5,67.5,0.39,"",45,3.0625,0.8366600265,0.0100439677,NaN,22.5,67.5,0.33,"",49,2.8125,0.8075728531,0.009381624281,NaN,22.5,67.5,0.33,"",66,1.75,0.632455532,0.01388399298,NaN,22.5,67.5,0.36,"",73,1.375,0.5606119106,0.01601883097
23,69,0.3,152.375,153.59375,1.21875,0.5204164999,0.01326627247,NaN,23,69,0.39,152.40625,153.5625,1.15625,0.5086661565,0.01766615001,NaN,23,69,0.3,152.375,153.59375,1.21875,0.5204164999,0.01328914224,NaN,23,69,0.33,152.15625,153.78125,1.625,0.6072843866,0.01408664327,NaN,23,69,0.33,"",73,1.375,0.5606119106,0.01457821521,NaN,23,69,0.3,"",67,1.6875,0.6210590034,0.01256948792,NaN,23,69,0.33,"",63,2,0.6761234038,0.01300221109,NaN,23,69,0.36,"",56,2.375,0.7315813472,0.0129068056,NaN,23,69,0.36,"",51,2.6875,0.7782247765,0.01153027463,NaN,23,69,0.36,"",47,2.9375,0.8194074514,0.009794945865,NaN,23,69,0.3,"",50,2.75,0.7985494095,0.008778593486,NaN,23,69,0.3,"",67,1.6875,0.6210590034,0.01256948792,NaN,23,69,0.33,"",73,1.375,0.5606119106,0.01457821521
23.5,70.5,0.27,152.21875,153.71875,1.5,0.5773502692,0.01138549996,NaN,23.5,70.5,0.36,152.40625,153.5625,1.15625,0.5086661565,0.01621609459,NaN,23.5,70.5,0.27,152.25,153.71875,1.46875,0.57130455,0.01147711987,NaN,23.5,70.5,0.3,152.125,153.8125,1.6875,0.6188527478,0.01244044019,NaN,23.5,70.5,0.3,"",72,1.4375,0.5732115042,0.01290582879,NaN,23.5,70.5,0.27,"",66,1.75,0.632455532,0.01095077293,NaN,23.5,70.5,0.3,"",63,2,0.6761234038,0.01166714201,NaN,23.5,70.5,0.33,"",57,2.3125,0.7218911002,0.01192060374,NaN,23.5,70.5,0.33,"",53,2.5625,0.75991104,0.0109675355,NaN,23.5,70.5,0.33,"",48,2.875,0.8106434834,0.009418300145,NaN,23.5,70.5,0.27,"",51,2.6875,0.7894228308,0.008109250267,NaN,23.5,70.5,0.27,"",66,1.75,0.632455532,0.01095077293,NaN,23.5,70.5,0.3,"",72,1.4375,0.5732115042,0.01290582879
24,72,0.24,152.03125,153.90625,1.875,0.6454972244,0.00923449792,NaN,24,72,0.33,152.34375,153.625,1.28125,0.5354561483,0.01465301682,NaN,24,72,0.24,152.0625,153.875,1.8125,0.6346477588,0.009343839805,NaN,24,72,0.27,152.03125,153.90625,1.875,0.6523280731,0.01057081073,NaN,24,72,0.27,"",68,1.6875,0.6210590034,0.01094201688,NaN,24,72,0.24,"",63,1.9375,0.6654751256,0.0092159293,NaN,24,72,0.27,"",62,2.0625,0.6866065623,0.01025324625,NaN,24,72,0.3,"",57,2.3125,0.7218911002,0.01078530814,NaN,24,72,0.3,"",54,2.5,0.750586625,0.01005695585,NaN,24,72,0.3,"",50,2.75,0.7928249672,0.008956851701,NaN,24,72,0.24,"",52,2.625,0.7801894976,0.007273311367,NaN,24,72,0.24,"",63,1.9375,0.6654751256,0.0092159293,NaN,24,72,0.27,"",68,1.6875,0.6210590034,0.01094201688
24.5,73.5,0.21,151.84375,154.125,2.28125,0.7120003121,0.006779872165,NaN,24.5,73.5,0.3,152.25,153.71875,1.46875,0.5732986383,0.01283937603,NaN,24.5,73.5,0.21,151.84375,154.09375,2.25,0.7071067812,0.006993646764,NaN,24.5,73.5,0.24,151.90625,154.03125,2.125,0.6944562647,0.008571456857,NaN,24.5,73.5,0.24,"",63,2,0.6761234038,0.008791517205,NaN,24.5,73.5,0.21,"",60,2.125,0.6969320524,0.007391440704,NaN,24.5,73.5,0.24,"",61,2.125,0.6969320524,0.008705515834,NaN,24.5,73.5,0.27,"",57,2.3125,0.7218911002,0.00955061673,NaN,24.5,73.5,0.27,"",54,2.5,0.750586625,0.008998328917,NaN,24.5,73.5,0.27,"",51,2.6875,0.7837638128,0.008261975926,NaN,24.5,73.5,0.21,"",52,2.625,0.7801894976,0.006390884357,NaN,24.5,73.5,0.21,"",60,2.125,0.6969320524,0.007391440704,NaN,24.5,73.5,0.24,"",63,2,0.6761234038,0.008791517205
25,75,0.18,151.53125,154.40625,2.875,0.7993052539,0.004403031744,NaN,25,75,0.27,152.09375,153.875,1.78125,0.6313488723,0.0108076498,NaN,25,75,0.18,151.59375,154.34375,2.75,0.78173596,0.004698687926,NaN,25,75,0.21,151.75,154.1875,2.4375,0.743768438,0.00658624867,NaN,25,75,0.21,"",57,2.375,0.7367883976,0.006534419893,NaN,25,75,0.18,"",55,2.4375,0.7464200273,0.005606951715,NaN,25,75,0.21,"",58,2.3125,0.72702918,0.007057857623,NaN,25,75,0.24,"",56,2.375,0.7315813472,0.008238871072,NaN,25,75,0.24,"",54,2.5,0.750586625,0.007845490082,NaN,25,75,0.24,"",52,2.625,0.7745966692,0.007504040582,NaN,25,75,0.18,"",53,2.5625,0.7708455737,0.005493899374,NaN,25,75,0.18,"",55,2.4375,0.7464200273,0.005606951715,NaN,25,75,0.21,"",57,2.375,0.7367883976,0.006534419893
25.5,76.5,0.15,151.3125,154.65625,3.34375,0.8620067027,0.002437683571,NaN,25.5,76.5,0.24,151.9375,154.03125,2.09375,0.6844935855,0.008616083465,NaN,25.5,76.5,0.15,151.34375,154.59375,3.25,0.8498365856,0.002668043539,NaN,25.5,76.5,0.18,151.59375,154.34375,2.75,0.7900085285,0.004652742577,NaN,25.5,76.5,0.18,"",50,2.8125,0.8017837257,0.004378936057,NaN,25.5,76.5,0.15,"",51,2.6875,0.7837638128,0.004006043439,NaN,25.5,76.5,0.18,"",55,2.5,0.755928946,0.005525915287,NaN,25.5,76.5,0.21,"",55,2.4375,0.741144908,0.00697296531,NaN,25.5,76.5,0.21,"",53,2.5625,0.75991104,0.006623439426,NaN,25.5,76.5,0.21,"",53,2.5625,0.7653197278,0.006601691506,NaN,25.5,76.5,0.15,"",53,2.5625,0.7708455737,0.004495008578,NaN,25.5,76.5,0.15,"",51,2.6875,0.7837638128,0.004006043439,NaN,25.5,76.5,0.18,"",50,2.8125,0.8017837257,0.004378936057
26,78,0.12,151.03125,154.90625,3.875,0.9279607271,0.001073592799,NaN,26,78,0.21,151.75,154.25,2.5,0.747957592,0.006424070932,NaN,26,78,0.12,151.09375,154.875,3.78125,0.9166666667,0.001237764594,NaN,26,78,0.15,151.40625,154.5625,3.15625,0.8463522061,0.002969690032,NaN,26,78,0.15,"",43,3.25,0.8618916074,0.002606674649,NaN,26,78,0.12,"",46,3,0.8280786712,0.002516704183,NaN,26,78,0.15,"",52,2.6875,0.7837638128,0.004131991355,NaN,26,78,0.18,"",54,2.5,0.750586625,0.005686261685,NaN,26,78,0.18,"",52,2.625,0.7691224192,0.005522837959,NaN,26,78,0.18,"",53,2.5625,0.7653197278,0.005586046659,NaN,26,78,0.12,"",53,2.5625,0.7708455737,0.003496117783,NaN,26,78,0.12,"",46,3,0.8280786712,0.002516704183,NaN,26,78,0.15,"",43,3.25,0.8618916074,0.002606674649
26.5,79.5,0.09,150.90625,155.0625,4.15625,0.9610468829,0.0004148488876,NaN,26.5,79.5,0.18,151.5625,154.4375,2.875,0.8020951585,0.004426538591,NaN,26.5,79.5,0.09,150.9375,155.03125,4.09375,0.9537935952,0.0005095590827,NaN,26.5,79.5,0.12,151.25,154.71875,3.46875,0.8872621048,0.001709877627,NaN,26.5,79.5,0.12,"",37,3.625,0.9102589898,0.0013368109,NaN,26.5,79.5,0.09,"",40,3.375,0.8783100657,0.001368533192,NaN,26.5,79.5,0.12,"",49,2.875,0.8106434834,0.002846117425,NaN,26.5,79.5,0.15,"",52,2.625,0.7691224192,0.004404801793,NaN,26.5,79.5,0.15,"",52,2.625,0.7691224192,0.004462338817,NaN,26.5,79.5,0.15,"",53,2.5625,0.7653197278,0.004513753926,NaN,26.5,79.5,0.09,"",53,2.5625,0.7708455737,0.002497226988,NaN,26.5,79.5,0.09,"",40,3.375,0.8783100657,0.001368533192,NaN,26.5,79.5,0.12,"",37,3.625,0.9102589898,0.0013368109
27,81,0.06,150.8125,155.15625,4.34375,0.9824855102,0,NaN,27,81,0.15,151.34375,154.625,3.28125,0.8568930705,0.002710223673,NaN,27,81,0.06,150.84375,155.125,4.28125,0.9753916592,0.0001843861857,NaN,27,81,0.09,151.09375,154.875,3.78125,0.9263671132,0.0008519872427,NaN,27,81,0.09,"",32,3.9375,0.9486832981,0.0005327951632,NaN,27,81,0.06,"",36,3.625,0.9102589898,0.0006374446791,NaN,27,81,0.09,"",45,3.125,0.8451542547,0.001783190281,NaN,27,81,0.12,"",50,2.75,0.7872218937,0.003226372394,NaN,27,81,0.12,"",51,2.6875,0.7782247765,0.003372773603,NaN,27,81,0.12,"",52,2.625,0.7745966692,0.003455623165,NaN,27,81,0.06,"",53,2.5625,0.7708455737,0.001498336193,NaN,27,81,0.06,"",36,3.625,0.9102589898,0.0006374446791,NaN,27,81,0.09,"",32,3.9375,0.9486832981,0.0005327951632
27.5,82.5,0.03,150.78125,155.1875,4.40625,0.9895285073,0,NaN,27.5,82.5,0.12,151.15625,154.8125,3.65625,0.9045340337,0.001409174925,NaN,27.5,82.5,0.03,150.8125,155.15625,4.34375,0.9824855102,0,NaN,27.5,82.5,0.06,151,154.96875,3.96875,0.9490570161,0.0003718202381,NaN,27.5,82.5,0.06,"",28,4.1875,0.978336781,0.0001399721207,NaN,27.5,82.5,0.03,"",33,3.8125,0.9335033859,0.0001755124029,NaN,27.5,82.5,0.06,"",43,3.25,0.8618916074,0.0009578210624,NaN,27.5,82.5,0.09,"",48,2.875,0.8049144824,0.002189481969,NaN,27.5,82.5,0.09,"",50,2.75,0.7872218937,0.002368026127,NaN,27.5,82.5,0.09,"",52,2.625,0.7745966692,0.00246830226,NaN,27.5,82.5,0.03,"",53,2.5625,0.7708455737,0.0004994453976,NaN,27.5,82.5,0.03,"",33,3.8125,0.9335033859,0.0001755124029,NaN,27.5,82.5,0.06,"",28,4.1875,0.978336781,0.0001399721207
28,84,0,150.78125,155.1875,4.40625,0.9895285073,0,NaN,28,84,0.09,151,155,4,0.9460998336,0.0006076130746,NaN,28,84,0,150.8125,155.15625,4.34375,0.9824855102,0,NaN,28,84,0.03,150.9375,155.03125,4.09375,0.9638869302,9.841989131e-05,NaN,28,84,0.03,"",26,4.3125,0.9928314488,0,NaN,28,84,0,"",31,3.9375,0.9486832981,0,NaN,28,84,0.03,"",40,3.4375,0.8864052604,0.0002846970238,NaN,28,84,0.06,"",47,2.9375,0.8136165135,0.001270816737,NaN,28,84,0.06,"",50,2.75,0.7872218937,0.001420815676,NaN,28,84,0.06,"",52,2.625,0.7745966692,0.001480981356,NaN,28,84,0,"",53,2.5625,0.7708455737,0,NaN,28,84,0,"",31,3.9375,0.9486832981,0,NaN,28,84,0.03,"",26,4.3125,0.9928314488,0
28.5,85.5,-0.03,150.78125,155.1875,4.40625,0.9895285073,0,NaN,28.5,85.5,0.06,150.90625,155.09375,4.1875,0.9680201119,0.000233739874,NaN,28.5,85.5,-0.03,150.8125,155.15625,4.34375,0.9824855102,0,NaN,28.5,85.5,0,150.9375,155.03125,4.09375,0.9638869302,0,NaN,28.5,85.5,0,"",26,4.3125,0.9928314488,0,NaN,28.5,85.5,-0.03,"",31,3.9375,0.9486832981,0.0001376487824,NaN,28.5,85.5,0,"",40,3.4375,0.8864052604,0,NaN,28.5,85.5,0.03,"",46,3,0.8222264518,0.00041328626,NaN,28.5,85.5,0.03,"",50,2.75,0.7872218937,0.0004736052255,NaN,28.5,85.5,0.03,"",52,2.625,0.7745966692,0.0004936604521,NaN,28.5,85.5,-0.03,"",53,2.5625,0.7708455737,0.0004994453976,NaN,28.5,85.5,-0.03,"",31,3.9375,0.9486832981,0.0001376487824,NaN,28.5,85.5,0,"",26,4.3125,0.9928314488,0
29,87,-0.06,150.78125,155.15625,4.375,0.9860132972,0,NaN,29,87,0.03,150.84375,155.125,4.28125,0.978796178,5.868117442e-05,NaN,29,87,-0.06,150.84375,155.09375,4.25,0.9718253158,0.000203488897,NaN,29,87,-0.03,151,154.96875,3.96875,0.9490570161,0.0001367001734,NaN,29,87,-0.03,"",27,4.25,0.9856107606,0,NaN,29,87,-0.06,"",32,3.875,0.9411239481,0.0004509830414,NaN,29,87,-0.03,"",40,3.4375,0.8864052604,0.0002846970238,NaN,29,87,0,"",46,3,0.8222264518,0,NaN,29,87,0,"",50,2.75,0.7872218937,0,NaN,29,87,0,"",52,2.625,0.7745966692,0,NaN,29,87,-0.06,"",53,2.5625,0.7708455737,0.001498336193,NaN,29,87,-0.06,"",32,3.875,0.9411239481,0.0004509830414,NaN,29,87,-0.03,"",27,4.25,0.9856107606,0
29.5,88.5,-0.09,150.8125,155.15625,4.34375,0.9824855102,0,NaN,29.5,88.5,0,150.84375,155.125,4.28125,0.978796178,0,NaN,29.5,88.5,-0.09,150.96875,155,4.03125,0.9464847243,0.0005844754817,NaN,29.5,88.5,-0.06,151.09375,154.875,3.78125,0.9263671132,0.0005224247707,NaN,29.5,88.5,-0.06,"",29,4.125,0.9710083125,0.0001992903089,NaN,29.5,88.5,-0.09,"",35,3.6875,0.918072515,0.0009513336228,NaN,29.5,88.5,-0.06,"",41,3.375,0.8783100657,0.0008890976345,NaN,29.5,88.5,-0.03,"",46,3,0.8222264518,0.00041328626,NaN,29.5,88.5,-0.03,"",50,2.75,0.7872218937,0.0004736052255,NaN,29.5,88.5,-0.03,"",52,2.625,0.7745966692,0.0004936604521,NaN,29.5,88.5,-0.09,"",53,2.5625,0.7708455737,0.002497226988,NaN,29.5,88.5,-0.09,"",35,3.6875,0.918072515,0.0009513336228,NaN,29.5,88.5,-0.06,"",29,4.125,0.9710083125,0.0001992903089
30,90,-0.12,150.90625,155.03125,4.125,0.9574271078,0.0006069508799,NaN,30,90,-0.03,150.84375,155.125,4.28125,0.978796178,5.868117442e-05,NaN,30,90,-0.12,151.15625,154.8125,3.65625,0.9013878189,0.001434937849,NaN,30,90,-0.09,151.25,154.71875,3.46875,0.8872621048,0.001234192646,NaN,30,90,-0.09,"",33,3.875,0.9411239481,0.0006291925022,NaN,30,90,-0.12,"",40,3.375,0.8783100657,0.001846800585,NaN,30,90,-0.09,"",43,3.25,0.8618916074,0.001614086669,NaN,30,90,-0.06,"",47,2.9375,0.8136165135,0.001270816737,NaN,30,90,-0.06,"",50,2.75,0.7872218937,0.001420815676,NaN,30,90,-0.06,"",52,2.625,0.7745966692,0.001480981356,NaN,30,90,-0.12,"",53,2.5625,0.7708455737,0.003496117783,NaN,30,90,-0.12,"",40,3.375,0.8783100657,0.001846800585,NaN,30,90,-0.09,"",33,3.875,0.9411239481,0.0006291925022
30.5,91.5,-0.15,151.125,154.84375,3.71875,0.9090593429,0.001629715737,NaN,30.5,91.5,-0.06,150.90625,155.09375,4.1875,0.9680201119,0.000233739874,NaN,30.5,91.5,-0.15,151.34375,154.625,3.28125,0.8539125638,0.002768851121,NaN,30.5,91.5,-0.12,151.375,154.59375,3.21875,0.8546908528,0.002253073609,NaN,30.5,91.5,-0.12,"",38,3.5625,0.9023778113,0.001466299534,NaN,30.5,91.5,-0.15,"",44,3.125,0.8451542547,0.003058911625,NaN,30.5,91.5,-0.12,"",45,3.125,0.8451542547,0.002489774381,NaN,30.5,91.5,-0.09,"",48,2.875,0.8049144824,0.002189481969,NaN,30.5,91.5,-0.09,"",51,2.6875,0.7782247765,0.002411178896,NaN,30.5,91.5,-0.09,"",52,2.625,0.7745966692,0.00246830226,NaN,30.5,91.5,-0.15,"",53,2.5625,0.7708455737,0.004495008578,NaN,30.5,91.5,-0.15,"",44,3.125,0.8451542547,0.003058911625,NaN,30.5,91.5,-0.12,"",38,3.5625,0.9023778113,0.001466299534
31,93,-0.18,151.4375,154.53125,3.09375,0.8291561976,0.003571866786,NaN,31,93,-0.09,151.03125,154.9375,3.90625,0.93494699,0.0006909616608,NaN,31,93,-0.18,151.59375,154.34375,2.75,0.78173596,0.004658135941,NaN,31,93,-0.15,151.59375,154.375,2.78125,0.7944845334,0.003712906057,NaN,31,93,-0.15,"",45,3.125,0.8451542547,0.002846408549,NaN,31,93,-0.18,"",49,2.8125,0.8017837257,0.004546236364,NaN,31,93,-0.15,"",49,2.875,0.8106434834,0.003650152302,NaN,31,93,-0.12,"",50,2.75,0.7872218937,0.003226372394,NaN,31,93,-0.12,"",52,2.625,0.7691224192,0.003472273157,NaN,31,93,-0.12,"",52,2.625,0.7745966692,0.003455623165,NaN,31,93,-0.18,"",53,2.5625,0.7708455737,0.005493899374,NaN,31,93,-0.18,"",49,2.8125,0.8017837257,0.004546236364,NaN,31,93,-0.15,"",45,3.125,0.8451542547,0.002846408549
31.5,94.5,-0.21,151.71875,154.21875,2.5,0.7453559925,0.006159677424,NaN,31.5,94.5,-0.12,151.21875,154.78125,3.5625,0.8928621378,0.001597784616,NaN,31.5,94.5,-0.21,151.8125,154.15625,2.34375,0.7216878365,0.006869901466,NaN,31.5,94.5,-0.18,151.75,154.25,2.5,0.7532435772,0.005461471582,NaN,31.5,94.5,-0.18,"",51,2.75,0.7928249672,0.004636606039,NaN,31.5,94.5,-0.21,"",54,2.5,0.755928946,0.006347763595,NaN,31.5,94.5,-0.18,"",52,2.6875,0.7837638128,0.005045192185,NaN,31.5,94.5,-0.15,"",51,2.6875,0.7782247765,0.00433436831,NaN,31.5,94.5,-0.15,"",53,2.5625,0.75991104,0.004587577825,NaN,31.5,94.5,-0.15,"",52,2.625,0.7745966692,0.004442944069,NaN,31.5,94.5,-0.21,"",52,2.625,0.7801894976,0.006390884357,NaN,31.5,94.5,-0.21,"",54,2.5,0.755928946,0.006347763595,NaN,31.5,94.5,-0.18,"",51,2.75,0.7928249672,0.004636606039
32,96,-0.24,152,153.9375,1.9375,0.6561673228,0.008859754596,NaN,32,96,-0.15,151.4375,154.53125,3.09375,0.8320502943,0.003057446148,NaN,32,96,-0.24,152,153.9375,1.9375,0.6561673228,0.009078537047,NaN,32,96,-0.21,151.875,154.09375,2.21875,0.7096098219,0.007231591231,NaN,32,96,-0.21,"",57,2.375,0.7367883976,0.006624789568,NaN,32,96,-0.24,"",58,2.25,0.7171371656,0.008240029365,NaN,32,96,-0.21,"",56,2.4375,0.7464200273,0.00662130834,NaN,32,96,-0.18,"",53,2.5625,0.75991104,0.005535075143,NaN,32,96,-0.18,"",53,2.5625,0.75991104,0.005674400847,NaN,32,96,-0.18,"",52,2.625,0.7745966692,0.005430264973,NaN,32,96,-0.24,"",52,2.625,0.7801894976,0.007273311367,NaN,32,96,-0.24,"",58,2.25,0.7171371656,0.008240029365,NaN,32,96,-0.21,"",57,2.375,0.7367883976,0.006624789568
